Class,Event,Individuals/event,National Reference,Species (scientific),Species (common),Species Uncertain,Date Found,Date Certainty,Year,Location,Local Authority,Region,Country,Grid Ref,Easting,Northing,Latitude,Longitude,Sex,Length,Length Uncertain,Stranding Type,Condition Found / Stranding Outcome,Sent for PM,PM Number,Cause of Death,Cause of Death Category,Cause of Death Class,Edited Nat. Ref.
Cetacean,Multiple,21,SW2015/181.12,Globicephala melas,Long-finned pilot whale,FALSE,6/2/15,exact,2015,"Staffin Island, Skye.",Highland,Highland,Scotland,NG 493 689,149300,868900,57.64027778,-6.201111111,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2015/181
Cetacean,Multiple,21,SW2015/181.13,Globicephala melas,Long-finned pilot whale,FALSE,6/2/15,exact,2015,"Staffin Island, Skye.",Highland,Highland,Scotland,NG 494 687,149400,868700,57.63916667,-6.199722222,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2015/181
Cetacean,Multiple,21,SW2015/181.14,Globicephala melas,Long-finned pilot whale,FALSE,6/2/15,exact,2015,"Brogaig, Skye.",Highland,Highland,Scotland,NG 474 686,147400,868600,57.63666667,-6.233333333,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2015/181
Cetacean,Multiple,21,SW2015/181.15,Globicephala melas,Long-finned pilot whale,FALSE,6/2/15,exact,2015,"Brogaig, Skye.",Highland,Highland,Scotland,NG 474 686,147400,868600,57.63666667,-6.233055556,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2015/181
Cetacean,Multiple,21,SW2015/181.16,Globicephala melas,Long-finned pilot whale,FALSE,6/2/15,exact,2015,"Brogaig, Skye.",Highland,Highland,Scotland,NG 474 686,147400,868600,57.63666667,-6.233055556,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2015/181
Cetacean,Multiple,21,SW2015/181.17,Globicephala melas,Long-finned pilot whale,FALSE,6/2/15,exact,2015,"Brogaig, Skye.",Highland,Highland,Scotland,NG 474 686,147400,868600,57.63666667,-6.233333333,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2015/181
Cetacean,Multiple,21,SW2015/181.18,Globicephala melas,Long-finned pilot whale,FALSE,6/2/15,exact,2015,"Brogaig, Skye.",Highland,Highland,Scotland,NG 474 686,147400,868600,57.63638889,-6.232777778,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2015/181
Cetacean,Multiple,21,SW2015/181.19,Globicephala melas,Long-finned pilot whale,FALSE,6/2/15,exact,2015,"Brogaig, Skye.",Highland,Highland,Scotland,NG 474 686,147400,868600,57.63638889,-6.232777778,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2015/181
Cetacean,Multiple,21,SW2015/181.2,Globicephala melas,Long-finned pilot whale,FALSE,6/2/15,exact,2015,"Staffin Island, Skye",Highland,Highland,Scotland,NG 495 688,149500,868800,57.64,-6.198888889,F,388,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M161.2/15,live stranding,Live Stranding,Others,SW2015/181
Cetacean,Multiple,21,SW2015/181.20,Globicephala melas,Long-finned pilot whale,FALSE,6/2/15,exact,2015,"Brogaig, Skye.",Highland,Highland,Scotland,NG 474 686,147400,868600,57.63638889,-6.232777778,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2015/181
Cetacean,Multiple,21,SW2015/181.21,Globicephala melas,Long-finned pilot whale,FALSE,6/2/15,exact,2015,"Brogaig, Skye.",Highland,Highland,Scotland,NG 474 686,147400,868600,57.63638889,-6.232777778,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2015/181
Cetacean,Multiple,21,SW2015/181.3,Globicephala melas,Long-finned pilot whale,FALSE,6/2/15,exact,2015,"Staffin Island, Skye",Highland,Highland,Scotland,NG 494 688,149400,868800,57.64,-6.199444444,F,424,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M161.3/15,live stranding,Live Stranding,Others,SW2015/181
Cetacean,Multiple,21,SW2015/181.4,Globicephala melas,Long-finned pilot whale,FALSE,6/2/15,exact,2015,"Staffin Island, Skye",Highland,Highland,Scotland,NG 492 688,149200,868800,57.63944444,-6.2025,F,302,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M161.4/15,live stranding,Live Stranding,Others,SW2015/181
Cetacean,Multiple,21,SW2015/181.5,Globicephala melas,Long-finned pilot whale,FALSE,6/2/15,exact,2015,"Staffin Island, Skye.",Highland,Highland,Scotland,NG 492 688,149200,868800,57.63944444,-6.2025,F,250,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M161.5/15,live stranding,Live Stranding,Others,SW2015/181
Cetacean,Multiple,21,SW2015/181.6,Globicephala melas,Long-finned pilot whale,FALSE,6/2/15,exact,2015,"Brogaig, Skye",Highland,Highland,Scotland,NG 474 686,147400,868600,57.63638889,-6.233055556,F,418,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M161.6/15,dystocia leading to live stranding.,Dystocia & Stillborn,Trauma,SW2015/181
Cetacean,Multiple,21,SW2015/181.7,Globicephala melas,Long-finned pilot whale,FALSE,6/2/15,exact,2015,"Brogaig, Skye",Highland,Highland,Scotland,NG 473 690,147300,869000,57.64027778,-6.235277778,F,350,FALSE,live stranded,freshly dead- died on beach (code 2a),TRUE,M161.7/15,live stranding,Live Stranding,Others,SW2015/181
Cetacean,Multiple,21,SW2015/181.8,Globicephala melas,Long-finned pilot whale,FALSE,6/2/15,exact,2015,"Staffin Island, Skye.",Highland,Highland,Scotland,NG 473 690,147300,869000,57.64027778,-6.235277778,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2015/181
Cetacean,Multiple,21,SW2015/181.9,Globicephala melas,Long-finned pilot whale,FALSE,6/2/15,exact,2015,"Staffin Island, Skye.",Highland,Highland,Scotland,NG 493 688,149300,868800,57.63944444,-6.201944444,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2015/181
Cetacean,Multiple,6,SW2015/553.1,Delphinus delphis,Short-beaked common dolphin,FALSE,7/17/15,exact,2015,Mylor harbour,Cornwall,South-west,England,SW 820 353,182000,35300,50.17805556,-5.053888889,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2015/553
Cetacean,Multiple,6,SW2015/553.2,Delphinus delphis,Short-beaked common dolphin,FALSE,7/17/15,exact,2015,Mylor harbour,Cornwall,South-west,England,SW 820 353,182000,35300,50.17805556,-5.053888889,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2015/553
Cetacean,Multiple,6,SW2015/553.3,Delphinus delphis,Short-beaked common dolphin,FALSE,7/17/15,exact,2015,Mylor harbour,Cornwall,South-west,England,SW 820 353,182000,35300,50.17805556,-5.053888889,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2015/553
Cetacean,Multiple,6,SW2015/553.4,Delphinus delphis,Short-beaked common dolphin,FALSE,7/17/15,exact,2015,Mylor harbour,Cornwall,South-west,England,SW 820 353,182000,35300,50.17805556,-5.053888889,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2015/553
Cetacean,Multiple,6,SW2015/553.5,Delphinus delphis,Short-beaked common dolphin,FALSE,7/17/15,exact,2015,Mylor harbour,Cornwall,South-west,England,SW 820 353,182000,35300,50.17805556,-5.053888889,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2015/553
Cetacean,Multiple,6,SW2015/553.6,Delphinus delphis,Short-beaked common dolphin,FALSE,7/17/15,exact,2015,Mylor harbour,Cornwall,South-west,England,SW 820 353,182000,35300,50.17805556,-5.053888889,U,N/A,TRUE,live stranded,alive- refloated (code 1),FALSE,,,,,SW2015/553
